FLIGHT_DATE,FLIGHT_NUMBER,BOARD_POINT,OFF_POINT,PNR_NUMSER,CREATION_DATE_TIME,PNR_STATUS,PAX_STATUS,SEGMENT_STATUS,PNR_TYPE,AGENCY_CODE,CORPORATED_ID,FARE_LEVEL_CODE,FARETYPE_LOCAL,FARE_BASIS,FARE_AMOUNT,AMOUNT_PAID,RESERVATION_CHANNEL,SETTLEMENT_CHANNEL,PASSENGER_NAME,GENDER,AGE,CONTACT_TYPE,PHONE_NO,ADDRESS_AREA,PROFILE_ID,LOYALTY_NUMBER,SEAT_NUMBER,CHECKIN_STATUS,SSR_KEYWORD,OSI_KEYWORD,MANIFEST_COMMENT,PROMO_CODE,LAST_MODIFIED_DATE,TICKET_NUMBER,COUPON_NUMBER,ZIP_CODE,SURCHARGE_AMOUNT,AGENCY_NAME,CORPORATE_NAME
8/9/2020,FL141,ZSF,KUF,A22Q4K,3/25/2020 8:13,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,????e????A???????,EHA197S,0,0,Guest EN,,????/???/MR,MALE,72,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,5/12/2020 18:24,,,123456,,,
8/9/2020,FL141,ZSF,KUF,A22Q4K,3/25/2020 8:13,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,????e????A???????,EHA197S,0,0,Guest EN,,????/???/MR,FEMALE,70,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,5/12/2020 18:24,,,123456,,,
8/9/2020,FL141,ZSF,KUF,A22Q4K,3/25/2020 8:13,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,????e????A???????,EHA197S,0,0,Guest EN,,????/???/MR,FEMALE,42,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,5/12/2020 18:24,,,123456,,,
8/12/2020,FL141,ZSF,KUF,A22RSD,2/27/2020 16:32,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,FEMALE,46,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,3/1/2020 2:03,,,123456,,,
8/12/2020,FL141,ZSF,KUF,A22RSD,2/27/2020 16:32,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,MALE,39,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,3/1/2020 2:03,,,123456,,,
8/12/2020,FL141,ZSF,KUF,A22RSD,2/27/2020 16:32,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,FEMALE,6,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,3/1/2020 2:03,,,123456,,,
8/12/2020,FL141,ZSF,KUF,A22RSD,2/27/2020 16:32,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,MALE,4,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,3/1/2020 2:03,,,123456,,,
8/8/2020,FL134,OJK,ZSF,A2B69X,2/27/2020 13:47,ACTIVE,ACTIVE,CONFIRMED,NORMAL,,,RY,????????C,TYPECSC,33100,33100,Guest EN,CONV STORE,????/???/MR,FEMALE,44,LOCAL_LANG_CONTACT,080-123-4567,,,,17K,,,,,,2/27/2020 17:37,1.01E+12,1,123456,600,,
8/17/2020,FL134,OJK,ZSF,A2B69X,2/27/2020 13:47,ACTIVE,ACTIVE,CONFIRMED,NORMAL,,,WO,????e????C???????,EHCS,17100,17100,Guest EN,CONV STORE,????/???/MR,FEMALE,44,LOCAL_LANG_CONTACT,080-123-4567,,,,17K,,,,,,2/27/2020 17:37,1.01E+12,3,123456,600,,
7/17/2020,FL141,ZSF,KUF,A2B6U2,4/15/2020 14:59,ACTIVE,ACTIVE,CONFIRMED,NORMAL,STSH6109,,IT,??????,HITSF2,13000,13000,Agent EN,AGENCY PAY,????/???/MR,MALE,56,LOCAL_LANG_CONTACT,080-123-4567,,,,8A,,,,,,4/17/2020 12:27,1.01E+12,1,123456,,IIT????????????????FDA???,
7/17/2020,FL141,ZSF,KUF,A2B6U2,4/15/2020 14:59,ACTIVE,ACTIVE,CONFIRMED,NORMAL,STSH6109,,IT,??????,HITSF2,13000,13000,Agent EN,AGENCY PAY,????/???/MR,MALE,50,LOCAL_LANG_CONTACT,080-123-4567,,,,8C,,,,,,4/17/2020 12:27,1.01E+12,1,123456,,IIT????????????????FDA???,
7/17/2020,FL141,ZSF,KUF,A2B6U2,4/15/2020 14:59,ACTIVE,ACTIVE,CONFIRMED,NORMAL,STSH6109,,IT,??????,HITSF2,13000,13000,Agent EN,AGENCY PAY,????/???/MR,MALE,43,LOCAL_LANG_CONTACT,080-123-4567,,,,8H,,,,,,4/17/2020 12:27,1.01E+12,1,123456,,IIT????????????????FDA???,
5/21/2020,FL133,ZSF,OJK,A8XV2C,1/24/2020 16:17,CANCELLED,ACTIVE,CANCELLED,GROUP,,,GR,??????,BGPSO,0,0,GROUPAPI,,????/???/MR,MALE,0,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/13/2020 13:27,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,A8XV2C,1/24/2020 16:17,CANCELLED,ACTIVE,CANCELLED,GROUP,,,GR,??????,BGPSO,0,0,GROUPAPI,,????/???/MR,MALE,0,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/13/2020 13:27,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,A8XV2C,1/24/2020 16:17,CANCELLED,ACTIVE,CANCELLED,GROUP,,,GR,??????,BGPSO,0,0,GROUPAPI,,????/???/MR,MALE,0,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/13/2020 13:27,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,A8XV2C,1/24/2020 16:17,CANCELLED,ACTIVE,CANCELLED,GROUP,,,GR,??????,BGPSO,0,0,GROUPAPI,,????/???/MR,MALE,0,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/13/2020 13:27,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,A8XV2C,1/24/2020 16:17,CANCELLED,ACTIVE,CANCELLED,GROUP,,,GR,??????,BGPSO,0,0,GROUPAPI,,????/???/MR,MALE,0,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/13/2020 13:27,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,K8282B,2/14/2020 15:36,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,MALE,31,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/22/2020 7:17,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,K8282B,2/14/2020 15:36,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,MALE,34,LOCAL_LANG_CONTACT,080-123-4567,,,,,,,,,,4/22/2020 7:17,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,D22P7Y,2/22/2020 11:23,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,MALE,78,LOCAL_LANG_CONTACT,080-123-4567,,GPR625836,,,,,,,,4/24/2020 14:29,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,HPV2BF,2/23/2020 10:38,CANCELLED,ACTIVE,CANCELLED,NORMAL,JTB2553,,WO,??????????,WO45S,0,0,Agent EN,,????/???/MR,MALE,69,LOCAL_LANG_CONTACT,080-123-4567,,GPR631337,,,,,,,,4/10/2020 16:38,,,123456,,(?)JTB???????????,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,B2BYZ8,2/29/2020 14:16,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,BD,???????????????,BDS,0,0,Guest EN,,????/???/MR,FEMALE,58,LOCAL_LANG_CONTACT,080-123-4567,,GPR521088,,,,,,,,3/24/2020 9:30,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,B2BYZ8,2/29/2020 14:16,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,BD,???????????????,BDS,0,0,Guest EN,,????/???/MR,MALE,65,LOCAL_LANG_CONTACT,080-123-4567,,GPR373073,,,,,,,,3/24/2020 9:30,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,FW27SA,3/5/2020 20:49,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,??????????,WO45S,0,0,Guest EN,,????/???/MR,FEMALE,66,LOCAL_LANG_CONTACT,080-123-4567,,GPR353220,,,,,,,,3/31/2020 19:59,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,E2BZL8,4/4/2020 17:05,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,BD,???????????????,BDS,0,0,Guest EN,,????/???/MR,MALE,56,LOCAL_LANG_CONTACT,080-123-4567,,GPR638472,,,,,,,,5/1/2020 11:30,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,P2BZR4,4/13/2020 9:10,CANCELLED,ACTIVE,CANCELLED,NORMAL,,,WO,????e????D???????,EHDS,0,0,Guest EN,,????/???/MR,MALE,52,LOCAL_LANG_CONTACT,080-123-4567,,GPR418839,,,,,,,,4/13/2020 9:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
5/24/2020,FL134,OJK,ZSF,A2B6W8,4/16/2020 17:49,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:23,,,123456,,,
5/21/2020,FL133,ZSF,OJK,AC2NHK,4/16/2020 17:51,ACTIVE,ACTIVE,CONFIRMED,GROUP,FDA00001,,GR,SalesStop,SALESTOP,0,0,AIRES APP,,????/???/MR,MALE,0,AGENCY_CONTACT,080-123-4567,FDA,,,,,INVL,,,,4/17/2020 11:14,,,123456,,,
